博文内容,识别结果,id
",378868
【大澳海濱長廊】散步曬太陽辛苦等了兩趟車還是沒座位還以為按坐上車誰知道站了大半時間~蠢了坐邨巴東涌總站上車比較好~陽光還可以但一路景不多走到一半回頭了 還沒到二澳~.#大澳##大澳海濱長廊##行山##爬山##戶外##戶外運動##一起去爬山# 香港·大澳,"|0|1|0|0|0|
",379725
我以为芝士焗西兰花是一碗的分量 结果上来三朵 真的3q 3朵西兰花38 我能买10颗了   anyway  和wmf一起我的嘴就没合起来过 不是在笑就是在baba[赢牛奶][赢牛奶][赢牛奶][赢牛奶][赢牛奶] 深圳·鸟金·炭火烧鸟(南山前海店) ,"|0|0|0|1|0|
",221202
都说云贵川是一家，其实大家辣的各有千秋。然后头一次云南菜辣出汗了 深圳·一坐一忘云南菜(万象前海) ,"|0|0|0|0|0|
",221231
#前海##深业云海湾# 总价不到400W，首付最低120W左右的前海桂湾新房了解一下[開學季]#深圳[超话]#  ,"|0|0|0|0|0|
",381470
2月20日·大灣區頭條日報加速構建「軌道上的大灣區」！肇慶2023年重大基建項目達54個、投資目標120億元！ 金灣平沙南灣40分鐘！鶴港高速二期今年8月達到通車條件！好消息！深江鐵路完成關鍵節點！将實現深圳前海至廣州南沙30分鐘！ ,"|0|0|0|0|0|
",379362
一个人也太容易emo了[裂開] 深圳·卓越·前海壹号,"|0|0|0|0|0|
",220138
東方日報：斥河套區發展滯後 議員促拆方艙釋地香港創科發展落後，政府早前公布創新科技未來發展，指會利用在落馬洲河套區的港深創新及科技園聚焦吸引優勢策略科技產業的企業落戶香港，有議員昨日提出河套區建設深圳早已準備好，但香港仍然只有農地和方艙醫院，又質詢方艙醫院未來用途和拆卸時間。當局指內部正規劃方艙醫院拆卸時間，希望盡快還原創科發展用途，又表示會爭取今年內一部分河套區用地開始招商引資。議員葛珮帆亦敦促政府將方艙醫院搬走以釋出土地，張指政府內部正討論拆卸時間，會盡快還原創科發展用途。#葛珮帆# #媒體報導# #河套區#,"|0|0|0|0|0|
",382716
听风逐光 在 @知乎 回答了问题：在深圳有房是一种什么体验   （想看更多下载 @知乎 App： ） ,"|0|0|0|0|0|
",383028
通关后，所有在三年间搁置的事情，都在顺利推动中[嘿哈] 香港 ,"|0|0|0|0|0|
",381811
民建聯工商專業委員會訪問前海推動兩地合作民建聯工商專業委員會今天組團訪問前海管理局，討論加強香港和前海合作。這是香港和內地恢復免檢疫通關後，民建聯主席李慧琼帶領下，民建聯首次到內地考察研究。是次拜訪與深圳市委常委、前海合作區黨工委書記、南山區委書記曾湃會面。會上民建聯表達意見，盼香港會計師能通過考試在前海執業，中醫藥科研可在前海進行，以及推動前海港深合作區仲裁服務發展。據了解，前海仲裁院已經處理金額超過一千億的民事糾紛，可見前海使用香港普通法制度，具有龐大潛力。另外，會上民建聯亦探討如何用好最新發佈的前海金融三十條，助力香港金融機構在前海拓展業務。李慧琼主席表示，蓬勃發展的前海令人向往，此次考察只是開端，希望今後雙方有更加密切的聯繫和合作。民建聯工商專業委員會代表團成員包括民建聯主席李慧琼、委員會主席周浩鼎、委員會副主席陳恒鑌、黃英豪、陳仲尼、葛珮帆、洪錦鉉、李聖潑、黃俊碩、陳永光、柯創盛、潘景和及余仲良。,"|0|0|0|0|0|
",383469
2023.2.26 前海万象地铁5号线桂湾站A出口B2车库美术馆「未来现场」「未来庭院」到2.28就停展了所以感觉来了～手作阿嬷点了杯“丑桔不知火”“暴打港浓柠茶”丑桔好喝，有的肉一点点酸偏甜的港柠有点点小酸的～ 壹方城 八合里（宝安中心F出口B1）这里好多吃的，但最后选择九点半吃火锅饮料：又点了一次手作阿嬷/丑桔黑糖珍珠牛乳橘朵 深圳·万象前海,"|0|0|0|0|0|
",312283
财政司副司长黄伟纶今日（27/2）率领香港特区政府代表团，与深圳市常务副市长黄敏率领的深圳市政府代表团，在深圳举行首次「对接北部都会区发展策略专班」会议。特区政府介绍了北部都会区的规划及推展情况，深圳市政府亦介绍了深方对接北部都会区的相关发展计划。港深双方就与北部都会区的合作对接范畴，包括跨境交通丶口岸规划丶前海发展丶落马洲河套区建设等交换意见。双方同意继续加强合作，善用北部都会区与大湾区城市（特别是深圳）在产业规划丶土地使用丶生态保育等领域产生的协同效应和机遇。出席会议的特区政府官员还包括发展局局长甯汉豪丶政制及内地事务局局长曾国衞丶环境及生态局局长谢展寰丶运输及物流局局长林世雄丶财经事务及库务局局长许正宇丶署理保安局局长卓孝业丶文化体育及旅游局副局长刘震和创新科技及工业局副局长张曼莉，以及其他相关部门的首长。新闻稿： #财政司副司长黄伟纶# #发展局局长甯汉豪# #政制及内地事务局局长曾国衞# #环境及生态局局长谢展寰# #运输及物流局局长林世雄# #财经事务及库务局局长许正宇# #署理保安局局长卓孝业#  #文化体育及旅游局副局长刘震# #创新科技及工业局副局长张曼莉#,"|0|0|0|0|0|
",383562
这个暑期工资… 抠死了 ,"|0|0|0|0|0|
",382486
众合科技，叫你们顶一字，养家也被爆头了，东亚前海，五星路，机构，明日准备割肉吧[阴险][阴险][阴险]@涨停毒老万 ,"|0|0|0|0|0|
",384202
【到深圳考察比亞迪及坪山「雲巴」】大灣區考察停不了！ 我繼上星期到前海考察，今天又和多位民建聯立法會議員，包括陳克勤、陳恒鑌、劉國勳、林琳、顏汶羽，經蓮塘口岸過關，到深圳考察「雲巴」，及到比亞迪總部參觀，進一步瞭解新能源汽車的發展。三年未有回內地，知道內地有很多新發展。我尤其關注創科及環保方面的發展，表示近日要多回內地考察取經。第一站首先到深圳坪山區試乘電動「雲巴」。當地人稱雲巴為「天上的巴士」，我們看到的高架系統及車身都比較細小，入閘可以使用電子車票或人面識別系統，站台無人化以降低人力成本，行駛速度不高，但十分寜靜及方便。「雲巴」是比亞迪用了7年時間，投資100 億自主研發，具有100% 自主知識產權的綠色智能低運量的運輸系統。最高運行速度可達80公里/小時，由動力電池供電，最小轉彎半徑僅為 15 米，可深入社區，使用最高等級無人駕駛，爬坡能力強，最大坡度可達 12%，可以適應各種複雜的地形。似乎很適合香港樓宇密集、上山路多的特殊環境，香港也可以研究使用。中國第一條雲巴線2020年在重慶開通，深圳坪山雲巴1號線由籌備到2022建成使用，只用了兩年時間，建築費用每公里成本不到1億，對比大城市地下鐵路每公里成本10億，只是1/10 的價錢，設計及建造時間短、造價比較低，政府可以研究一下在香港使用是否也更合乎經濟效益。之後，我們到了比亞迪總部參觀，比亞迪由生產電池起家到生產電動車，員工已經超過65萬，科研團隊人員也超過7萬人，尤其着重自主研發，每日都產出新的專利項目，電動車銷量亦已經是全球第一，絕對是中國人的驕傲。我們也實地參觀了針刺電池的實驗，看到比亞迪自主研發的刀片電池比傳統電池更安全。展館亦展示了多輛比亞迪即將推出市場的新型電動車及電動巴士，希望能快些引進香港。,"|0|0|0|0|0|
",383901
今天在长洲岛的高处收到了来自图2远处小岛，珠海市香洲区担杆镇的中国移动的信号 香港·長洲島,"|0|0|0|0|0|
",457692
同事几经坎坷，阴差阳错运气很好地进入了业内一家正处于上升期的很屌的公司，我们都以为她可以脱离前海的历史大三峡，进入正常的工作环境，结果入职的第一天她准时下班，在到家的时候突然被同事提醒“第一天来怎么可以这么早走，赶紧回来“哈哈 这狼性文化 看来还是深圳舒服 绕不开的三峡 绕不开的轮回宿命[哈哈],"|0|0|0|0|0|
",457392
南山的前海和后海都去了来浅浅记录一下 深圳·前海石广场,"|0|0|0|0|0|
",315619
原图live的感觉就是动态十足呢 深圳·前海湾 ,"|0|0|0|0|0|
",315394
下班后5分钟逛完的“粤港夜巷”集市，大部分都是吃的，玩的不多，说好的几十项娱乐活动呢[馋嘴]不过春风沉醉的夜晚，约上三五好友一起围炉煮茶、喝喝小酒，或畅谈人生、或吹水吐槽还是很舒服很愜意的  深圳·前海深港青年梦工场北区 ,"|0|0|0|0|0|
",316296
仗義執言：促港深合作增發展動能   -葛珮帆 立法會議員新一份財政預算案提出香港要積極對接國家發展戰略，粵港澳大灣區是發揮本港優勢平台，通過本港基礎科研和專業服務的優勢與區內其他城市強強聯手，引領大灣區實現高質量協同發展，激發發展新動能。筆者早前聯同所屬政黨的議員組團訪問前海管理局，聚焦討論加強香港和前海合作事宜。會上，我們提出香港會計師能通過考試在前海執業、中醫藥科研可在前海進行等建議。另外，現時深圳國際仲裁院已累計處理金額合共超過1，000億元的民事糾紛，院內逾30%核心董事來自港澳，而前海先行先試運用香港普通法制度處理民事訴訟，加上更多香港律師能透過大灣區律師執業考試到內地執業，有助鞏固本港法律及爭議解決服務中心的地位。會上就「前海金融30條」深入討論，我們建議就香港設立的私人銀行、家族辦公室等可落戶前海並展開業務的執行細節，包括法規、稅務及經營等進一步打通，以助吸引更多金融集團和企業來港開拓內地市場。亦建議在「私募基金通」的基礎上，擴大至兩地的綠色基金與ESG基金的互聯互通。「十四五」規劃明確支持香港建設國際創新科技中心，其中強化香港與內地特別是深圳的創科合作很重要，須就人流、物流、資金流、訊息流等互聯互通。就此，我們建議優化「港人港稅」政策，助業界進入深圳前海市場；亦建議更充分利用深港科技創新合作區發展生物科技，進一步對相關政策拆牆鬆綁。全面加強港深協同發展是激發大灣區產業發展動能的關鍵，如今恢復全面通關下，盼兩地更密切的聯繫和合作，亦希望香港各界把握復常機遇，主動參與大灣區建設，增強香港發展動能。,"|0|0|0|0|0|
",456330
香港来往深圳太方便了。一直想要亲身体验直白的服务，但因为“种种不可抗”的原因，拖到今天才能体验。嘻嘻等我这两天有空好好写一下。天蝎走错路，去了前海。我说肚子好饿啊（从早上到下午两点都没吃），我要吃牛肉！他说那就随便在附近搜一家赶紧吃一吃吧（顺便打包了深圳名物椰子鸡回家）I know八合里不是最好吃的牛肉火锅店，但实在是…随便填饱肚子。我现在已经回到家里洗洗准备看演唱会了。,"|0|0|0|0|0|
",386596
春日野餐记  深圳·前海演艺公园 ,"|0|0|0|0|0|
",319492
一湾臻邸的户型图，我几个月前就发了，为啥你们最近才网传 ,"|0|0|0|0|0|
",386672
笑鼠笑鼠，在地铁上直接念出来[允悲][允悲][偷笑] ,"|0|0|0|0|0|
",386524
———Final將近 告訴自己不要提前焦慮！相信自己所願所想皆會如期而至！  香港 ,"|0|0|0|0|0|
",386107
任她们多漂亮，未及你矜贵  深圳·万象前海,"|0|0|0|0|0|
",320664
请问深圳蛇口有地铁吗,"|0|0|0|0|0|
",387812
這世界真是奇怪 有一天我愛死它了 隔一天我又想將它千刀萬剮  深圳·万象前海,"|0|0|0|0|0|
",321003
活捉澳车北上，啥时候到港车  深圳·OPPO前海办公楼,"|0|0|0|0|0|
",320912
【活动花絮】「解决争议．共创双赢─香港法律服务 共享发展机遇」国际推广活动在2023年3月16日，律政司副司长率领由香港法律界人士组成的30人代表团，在泰国曼谷出席名为「解决争议．共创双赢─香港法律服务 共享发展机遇」的国际推广活动。由#律政司#与香港贸易发展局合办，这项活动旨在推广香港的法律及争议解决服务。我们很高兴是次活动吸引了超过200位来自金融、法律、专业服务等不同界別的人士参加。为进一步加强香港与泰国在#调解#方面的合作，律政司与泰国仲裁中心合作在泰国推广「#调解为先#」承诺书（「承诺书」）运动。继2019年在上海和深圳前海推广承诺书后，这是律政司首次在海外推广这个运动，希望进一步在亚洲深化「调解为先」的文化。活动中设有推广承诺书的环节，之后亦举行了承诺书新承诺人签署仪式。是次运动在泰国反应热烈，共有35个法律界及商界组织、企业及个人签署了承诺书，确认愿意先探索采用调解解决争议。#律政司##调解##调解为先##调解为先承诺书##DOJ#,"|0|0|0|0|0|
",389515
想揾你验出我心死没有  深圳·前海HOP天地,"|0|0|0|0|0|
",322105
JW Garden沐浴绚烂花开2023/4/1-6/30 沉静绿意盎然大堂酒廊0755-23238567#深圳·深圳前海华侨城JW万豪酒店[地点]# ,"|0|0|0|0|0|
",386937
嘤嘤嘤，两周没有回家抱老公了，恋爱脑Scarlett心碎23年3月，嘿嘿嘿，现在已经在返广州的路上了[亲亲][亲亲][亲亲]  深圳·深圳前海华侨城JW万豪酒店,"|0|0|0|0|0|
",320838
这工资，我信你个鬼[单身青蛙] ,"|0|0|0|0|0|
",388114
都市丽人出门[舔屏]  深圳·卓越·前海壹号,"|0|0|0|0|0|
",323765
肥婆就是这样形成[doge]  深圳·前海,"|0|0|0|0|0|
",323533
无所谓我会拿我妈的手机[doge],"|0|0|0|0|0|
",459128
【寓教于乐的公民科学生内地考察团起行】教育局由2021/22学年起在高中推行公民与社会发展科，课程要求所有高中学生通过实地考察活动，亲身了解国情和国家最新发展。首个公民科学生内地考察团今早由教育局局长蔡若莲Christine率领下起行，汇集200多名来自两间中学的中五学生一同前往广州和深圳。我今早特意前来高铁西九龙站送行，并与学生在高铁列车上聊天。我很高兴见到参加这个首发团的中五学生都精神抖擞、欣喜雀跃，对行程充满期待。虽然两日一夜的旅程不算长，但在教育局的悉心安排下，加上国家教育部、中联办、广东省教育厅和各市教育局的支持，同学有机会参观创新科技企业如小马智行和科大讯飞、陈家祠和永庆坊、前海国际会议中心等多个地方，相信定能更好了解国家在科技、文化、艺术、经贸等方面的成就和发展。此外，参加考察团的同学明年就要应考中学文凭试和大学选科，我希望他们可以借着今次行程认识更多、了解更多，再结合自己的兴趣和志向，在选科时就更能得心应手。随着香港与内地已全面通关，我深信这类内地考察团将愈办愈多、愈办愈远，让所有香港学生都有机会走访内地，亲身体验国家的伟大发展，并在不久将来学有所成，成为香港和国家的贡献者和建设者！#政务司司长##陈国基##教育局 #,"|0|0|0|0|0|
",459687
新加坡的滨海湾站就和深圳的前海湾站一模一样，三线交汇，现在上去是荒地，未来又是新的CBD中心。  新加坡·Marina Bay (NSL) ,"|0|0|0|0|0|
",459529
揾食艰难，好彩仲有份工，thanks SF  深圳·顺丰前海总部大厦 ,"|0|0|0|0|0|
",325953
2022年全国购物中心销售额top70。SKP还是yyds。。。。 ,"|0|0|0|0|0|
",459784
2022年全国购物中心销售额top 70。SKP还是yyds，n连霸了吧。。。。很多很多年前，曾经也在北京销售额n连冠的翠微，现在已经看不到了，当然原因你懂的[doge] ,"|0|0|0|0|0|
",459567
十二星座系列灵感鸡尾酒复刻回归探索一月一欢喜从白羊月起开启专属「星」运#深圳·深圳前海华侨城JW万豪酒店[地点]# ,"|0|0|0|0|0|
",459502
若然，深圳前海樓盤單位出售，之後，資金回流非簡單事這就是，深圳國際化有限的因素,"|0|0|0|0|0|
",458917
「關於聯合建設港深澳網絡紅人培育基地」的合作正式啟動由香港特別行政區政府和香港貿易發展局合辦的首屆「香港國際創科展」於4月12至15日假香港會議展覽中心舉行，人流爆滿。高Sir很榮幸，在香港中聯辦教育科技部王偉明部長、香港政務司卓永興副司長、深圳市曾湃常委等一眾領導及來自世界各國的創科代表見證下，代表香港網絡紅人工作者協會在會上正式與合作夥伴 「啟繁（深圳）科技有限公司」簽署 「關於聯合建設  港深澳網絡紅人培育基地」的合作協議 我們將在前海港建設「深港澳網絡紅人培育基地」，為香港青年推動深港網紅/自媒體產業而努力。只要有夢想 凡事可成真!「當你把自已交給願景後，成功開始追逐你。」Once you surrender to your vision， success begins to chase you.近來太忙，睡得也不好，但夢想和承諾驅使我一直撐下去。在上台前，高Sir用上了 它  #高sir正能量 #不忘初心為人民服務,"|0|1|0|0|0|
",389991
特首将率领香港立法会议员考察粤港澳大湾区。香港议会目前有89名议员，考察团分为“红组”、“紫组”两队，根据初步行程，4月21日立法会内务委员会会议结束后，两组议员将齐齐乘车前往深圳，晚上接受深圳市领导宴请。第二天亦一同参观比亚迪汽车基地及午宴，之后两组分道扬镳，分别到大疆创新科技有限公司、前海深港青年梦工场、腾讯等参观，晚上则分别前往东莞及佛山。至4月23日， “红组”于东莞参观香港国际空港中心、华为小镇、华阳湖国家湿地公园、鰜鱼洲文创园等亦会与港商午宴。“紫组”则到佛山参观广东博智林机器人有限公司、佛山岭南天地、南风古灶、库卡机器（广东）有限公司，晚上出席佛山市领导宴请。最后一日两组在广州集合，与广东省领导会面及午宴、参观沥滘淨水厂，当天乘高铁返港，结束4日行程。立法会对上一次考察大湾区已是2018年，当时由经济发展、资讯科技等4个事务委员会组团，但时任特首林郑月娥未有参加。#真实的香港[超话]#,"|0|0|0|0|0|
",392314
今天呢 一半开心吧  深圳·前海演艺公园,"|0|0|0|0|0|
",327328
城中「豪」玩「趣」度假五一黄金周 一站式玩乐开启城中度假体验[打call]#深圳·深圳前海华侨城JW万豪酒店[地点]#,"|0|0|0|0|0|
",389979
去海边看橘子日落吧#日落是一颗橘子糖#  深圳·前海石公园,"|0|0|0|0|0|
",327167
网友：香港人现在怎么看深圳，是不是像各地老市中心的人看后起新区的感觉，觉得投资可以，但底蕴还是太差的感觉。网友2：不要说香港人怎么看深圳，就是老罗湖人看现在的南山，看前海，那是一脸的不服气，越秀荔湾老广看珠江新城新广州人也是一脸不服气。#八卦香港# ,"|0|0|0|0|0|
",390683
好似中咗，咳到扑街[允悲]  深圳·前海桂湾公园 ,"|0|0|0|0|0|
",327358
十二星座鸡尾酒之#金牛座# 所谓的慢热是任世界斗转星移的变迁 抵不过金牛清醒的自成体系 金牛的温暖像人间五月天与热带水果菠萝相契合是属于清爽夏日的美妙时光金牛座  菠萝菲士朗姆酒 | 菠萝汁 | 柠檬汁大堂酒廊#深圳·深圳前海华侨城JW万豪酒店[地点]# ,"|0|0|0|0|0|
",391689
不知道是不是别的原因（比如牙疼、下雨），我就是突然意识到我好像没那么喜欢他们[裂开]但是要有关系！  深圳·前海卓悦INTOWN购物中心  ,"|0|0|0|0|0|
",331448
特首率領立法會議員大灣區考察團嘅第一日！我哋一早喺深圳，先去咗比亞迪汽車，跟住再去大疆DJI，參觀完前海深港青年夢工場，就起程去東莞，同東莞市領導食飯！行程滿滿，穫益良多！ ,"|0|0|0|0|0|
",306068
#数据人才##大数据# 2023年4月21日，由香港中文大学（深圳）高等金融研究院主办的中国数据人才培养与应用论坛高校专场成功举办。本次会议以“新时代、新思路、新力量”为主题，来自武汉大学、暨南大学、中山大学、哈尔滨工业大学、华南理工大学、北师大香港浸会大学联合国际学院、福建三明学院、广州应用科技学院、广州软件学院等高校代表以及香港匯立集团、腾讯云、太平金融、恒大集团、银行业协会、平安保险、赛伯乐投资集团、万得信息技术股份有限公司、深圳希施玛数据科技有限公司、同花顺、前海数据、览众科技等产业界、政府组织和金融机构专家参会，针对大数据专业建设的产学研合作实践、前沿大数据技术及数据人才的培养与就业等当前各界最为关注的话题进行了深入探讨。,"|0|0|0|0|0|
